IncidentID,IncidentYear,IncidentDate,Date,Address,City,State,NeighborhoodCouncil,ZipCode,CallReceived,CallDispatched,FirstUnitTurnout,FirstUnitOnscene,IncidentClosed,FireType,PropertyUseSpecific,PropertyUseGeneral,Fire_AreaOfOrigin,Fire_HeatSource,Fire_FirstItemIgnited,Fire_SpecificCause,Fire_GeneralCause,EstimatedPropertyValue,EstimatedPropertyLoss,EstimatedContentLoss,EstimatedTotalFireLoss,Structure_FireFloorOfOrigin,Structure_FloorOfOriginDescription,Structure_BuildingStatus,Structure_BurnDamage,Structure_SmokeDamage,Structure_AlarmInvolved,Structure_AlarmType,Structure_AlarmEffectiveness,Structure_NumberOfStories,Structure_NumberOfBasementLevels,Structure_ConstructionType,Structure_TotalSqFootage,Structure_NumberOfOccupants,Structure_NumberOfBusinesses,Structure_TotalSQFootBurned,Structure_TotalSQFootSmokeDamage,Mobile_VehicleMake,Mobile_VehicleModel,Mobile_VehicleYear,Fire_OutsideAreaAffected,Latitude,Longitude
664848,2011,2011-10-29T12:00:00Z,2011-10-29,NB I5 NO 54TH AV E,,WA,,98424,13:26:54,13:27:12,13:28:06,13:32:02,14:03:08,Mobile Property Fire,Passenger Vehicle,Mobile Property,Engine Compartment of Vehicle,"Radiated, Conducted Heat from  Equipment","Atomized liquid, Vaporized liquid, Aerosol",Vehicle Engine Failure / Malfunction,Mechanical Failure or Malfunction,4000,4000,50,4050,,,,,,,,,,,,,,,,,Subaru,Forester,2002,Not Applicable,47.240773,-122.354306
728811,2012,2012-09-29T12:00:00Z,2012-09-29,N 11TH ST/N PEARL ST,Tacoma,WA,West End,98406,14:54:14,14:54:44,14:54:44,14:54:44,15:00:33,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Undetermined,Not Available,Abandoned or Discarded Ashes or Tobacco,"""Heat Source"" misused or misplaced",0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 2,47.25994,-122.5159
631757,2011,2011-05-11T12:00:00Z,2011-05-11,405 BROADWAY,Tacoma,WA,New Tacoma,98402,6:58:00,6:58:46,6:59:43,7:02:04,7:11:21,Structure Fire,Boarding Home (> 6 people),Residential,Basement,Cooking Stove,Cooking Oil / Food in Pan,Adult (18-64),Negligence(lack of proper caution or attention),2060000,103,0,103,0,Basement,"Idle, not routinely used (Building not empty)",Confined to OBJECT of origin,Confined to OBJECT of origin,No,Monitored System,System Operated and was Effective,4,1,Ordinary (Type III),20000,1,1,1,0,,,,Not Applicable,47.26067,-122.443075
650994,2011,2011-08-17T12:00:00Z,2011-08-17,7009 S G ST,Tacoma,WA,South End,98408,15:53:13,15:54:30,15:56:05,16:01:55,16:12:45,Other Outside Fire,Not Available,Not Available,Not Available,Match,Not Available,Adult (18-64),Incendiary (Set Fire & Illegal Burn),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 9,47.193828,-122.4406
704701,2012,2012-05-27T12:00:00Z,2012-05-27,2410 S I ST,Tacoma,WA,Central,98405,14:32:57,14:33:54,14:35:26,14:37:37,15:01:41,Structure Fire,Multi-family (three or more units),Residential,Kitchen or Cooking area,Cooking Stove,"General Materials (ie;Wire,Transformer)",Adult (18-64),Negligence(lack of proper caution or attention),279744,500,0,500,2,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to OBJECT of origin,No,Unit Detectors Only (Residential Occupancy),,2,0,Wood Frame (Type V),3008,3,0,0,0,,,,Not Applicable,47.238896,-122.445816
714976,2012,2012-07-20T12:00:00Z,2012-07-20,5702 S VERDE ST,Tacoma,WA,South Tacoma,98409,17:32:41,17:33:32,17:34:54,17:40:17,17:46:55,Other Outside Fire,Not Available,Not Available,Not Available,Incendiary Device,Not Available,Adult (18-64),Incendiary (Set Fire & Illegal Burn),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 4,47.205418,-122.497
703313,2012,2012-05-19T12:00:00Z,2012-05-19,2019 E 38TH ST,Tacoma,WA,East Side,98404,20:31:04,20:31:52,20:31:55,20:36:56,0:49:18,Structure Fire,One or Two Family,Residential,Bedroom for Less than 5 people,Candle,Undetermined,Adult (18-64),Negligence(lack of proper caution or attention),119040,27900,15000,42900,2,Normal Floor,Occupied and Operating,Confined to FLOOR of origin,Confined to BUILDING of origin,Yes,,,2,0,Wood Frame (Type V),1280,4,0,300,700,,,,Not Applicable,47.22309,-122.401558
711155,2012,2012-07-01T12:00:00Z,2012-07-01,5010 PACIFIC AV,Tacoma,WA,South End,98408,14:25:42,14:26:36,14:28:04,14:31:09,14:34:26,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Cigarette or Smoking Materials,Not Available,Persons Unknown,Negligence(lack of proper caution or attention),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 2,47.210585,-122.434
691519,2012,2012-03-18T12:00:00Z,2012-03-18,1717 S J ST,Tacoma,WA,New Tacoma,98405,11:46:12,11:46:30,11:47:00,11:51:44,12:33:52,Structure Fire,Hospital,Institution,Bedroom for Less than 5 people,Undetermined,Furniture,Equipment Failure (Electrical),Mechanical Failure or Malfunction,161000000,0,0,0,14,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to OBJECT of origin,Yes,,,14,4,Fire Restrictive (Type I),1000000,1000,1,0,0,,,,Not Applicable,47.245803,-122.448848
747496,2013,2013-01-08T12:00:00Z,2013-01-08,4010 N 25TH ST,Tacoma,WA,North End,98406,7:48:19,7:49:06,7:50:01,7:53:44,9:31:51,Structure Fire,One or Two Family,Residential,Crawl Space,Electrical Arcing,"Structural Component (Wall,Floor,Rug,Ceiling,Studs)",Failure of/in Electrical System,Mechanical Failure or Malfunction,160500,3720,0,3720,1,Attic,Occupied and Operating,Confined to FLOOR of origin,Confined to BUILDING of origin,Yes,,,1,1,Wood Frame (Type V),1400,3,0,40,10,,,,Not Applicable,47.27014,-122.490442
738921,2012,2012-11-23T12:00:00Z,2012-11-23,1447 N SHIRLEY ST,Tacoma,WA,West End,98406,19:27:20,19:27:49,19:28:15,19:33:06,20:05:02,Structure Fire,One or Two Family,Residential,Bathroom or Locker Room,Heat Spread from Another Fire,Flammable/Combustible Liquid,Exposure Fire,Miscellaneous,167400,500,500,1000,1,Basement,Occupied and Operating,Confined to ROOM of origin,Confined to ROOM of origin,Yes,,,2,1,Wood Frame (Type V),1800,2,0,50,100,,,,Not Applicable,47.264379,-122.5106
708081,2012,2012-06-14T12:00:00Z,2012-06-14,4335 S WARNER ST,Tacoma,WA,South Tacoma,98409,20:16:12,20:17:28,20:18:29,20:21:19,20:35:19,Structure Fire,One or Two Family,Residential,Kitchen or Cooking area,Cooking Stove,Cooking Oil / Food in Pan,Adult (18-64),Negligence(lack of proper caution or attention),279000,93,0,93,1,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to OBJECT of origin,Yes,,,1,0,Wood Frame (Type V),3000,5,0,1,0,,,,Not Applicable,47.21719,-122.4806
758250,2013,2013-03-06T12:00:00Z,2013-03-06,5501 6TH AV,Tacoma,WA,West End,98406,17:03:39,17:11:24,17:13:05,17:16:48,17:22:03,Structure Fire,Jail / Juvenile Hall,Institution,Office,Electrical Arcing,"General Materials (ie;Wire,Transformer)",Equipment Failure (Electrical),Mechanical Failure or Malfunction,15200000,0,200,200,1,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to OBJECT of origin,Yes,,,1,0,Non-Combustible (Type II),100000,200,1,0,0,,,,Not Applicable,47.2554,-122.510309
647626,2011,2011-07-30T12:00:00Z,2011-07-30,8401 6TH AV,Tacoma,WA,West End,98465,22:55:38,22:57:21,22:58:32,23:03:01,23:58:01,Other Outside Fire,Not Available,Not Available,Not Available,Undetermined,Not Available,Persons Unknown,Negligence(lack of proper caution or attention),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 3,47.247017,-122.549636
822985,2014,2014-02-03T12:00:00Z,2014-02-03,1317 E 62ND ST,Tacoma,WA,East Side,98404,17:54:33,17:56:43,17:58:41,18:02:41,18:16:48,Structure Fire,One or Two Family,Residential,Kitchen or Cooking area,Electrical Arcing,"General Materials (ie;Wire,Transformer)",Failure of/in Electrical System,Mechanical Failure or Malfunction,130200,93,0,93,1,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to OBJECT of origin,Yes,,,1,1,Wood Frame (Type V),1400,1,0,1,0,,,,Not Applicable,47.200808,-122.411287
709971,2012,2012-06-25T12:00:00Z,2012-06-25,5601 S THOMPSON AV,Tacoma,WA,South End,98408,1:03:29,1:04:13,1:05:39,1:08:15,1:23:12,Structure Fire,Multi-family (three or more units),Residential,Kitchen or Cooking area,Electrical Arcing,Cooking Oil / Food in Pan,Equipment Failure (Electrical),Mechanical Failure or Malfunction,412000,0,500,500,2,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to OBJECT of origin,Yes,,,2,0,Ordinary (Type III),4000,25,0,0,0,,,,Not Applicable,47.206382,-122.4445
643495,2011,2011-07-09T12:00:00Z,2011-07-09,N 40TH ST/N ORCHARD ST,Tacoma,WA,West End,98407,14:26:50,14:27:44,14:28:05,14:30:10,14:32:24,Other Outside Fire,Not Available,Not Available,Not Available,Match,Not Available,Unknown,Miscellaneous,0,0,0,0,,,,,,,,,,,,,,,,,,,,None - 0,47.28527,-122.5052
792697,2013,2013-08-31T12:00:00Z,2013-08-31,825 N FIFE ST,Tacoma,WA,North End,98406,12:46:34,12:47:09,12:48:13,12:48:33,15:18:29,Structure Fire,One or Two Family,Residential,Living Room or Rec Room,Cigarette or Smoking Materials,Cloths/Fabric/Bedding Material/Rugs,Abandoned or Discarded Ashes or Tobacco,"""Heat Source"" misused or misplaced",240000,35000,10000,45000,1,Normal Floor,Occupied and Operating,Confined to FLOOR of origin,Confined to BUILDING of origin,Yes,,,2,1,Wood Frame (Type V),2100,1,0,200,1000,,,,Not Applicable,47.258005,-122.4704
805332,2013,2013-11-02T12:00:00Z,2013-11-02,1013 S STEVENS ST,Tacoma,WA,Central,98405,18:17:42,18:18:26,18:19:08,,18:30:43,Structure Fire,One or Two Family,Residential,Chimney or Smoke Stack,Wood Stove or Fireplace,Undetermined,Unknown,Miscellaneous,139500,93,0,93,1,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to OBJECT of origin,Yes,,,1,0,Wood Frame (Type V),1500,2,0,0,0,,,,Not Applicable,47.251631,-122.4961
717501,2012,2012-08-03T12:00:00Z,2012-08-03,3301 N PROCTOR ST,Tacoma,WA,North End,98407,12:12:19,12:13:55,12:14:42,12:15:58,13:02:14,Structure Fire,Multi-family (three or more units),Residential,Chimney or Smoke Stack,Handheld Open Flame (specific unknown),Rubbish/Trash/Waste,Adult (18-64),Incendiary (Set Fire & Illegal Burn),837000,0,0,0,1,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to OBJECT of origin,Yes,,,2,0,Wood Frame (Type V),9000,20,0,0,0,,,,Not Applicable,47.277731,-122.4888
617182,2011,2011-02-23T12:00:00Z,2011-02-23,517 E 34TH ST,Tacoma,WA,East Side,98404,11:10:39,11:11:18,11:13:31,11:18:06,11:20:31,Other Outside Fire,Not Available,Not Available,Not Available,Undetermined,Not Available,Adult (18-64),Incendiary (Set Fire & Illegal Burn),0,0,0,0,,,,,,,,,,,,,,,,,,,,None - 0,47.231067,-122.425504
827711,2014,2014-02-26T12:00:00Z,2014-02-26,4602 45TH AV NE,Tacoma,WA,North East,98422,18:44:00,18:44:44,18:44:50,18:49:23,18:57:08,Structure Fire,Residential Board and Care (2-6 people),Residential,Kitchen or Cooking area,Cooking Stove,Cooking Oil / Food in Pan,Adult (18-64),Negligence(lack of proper caution or attention),136800,114,0,114,1,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to OBJECT of origin,Yes,,,1,0,Non-Combustible (Type II),1200,3,0,1,1,,,,Not Applicable,47.297987,-122.3875
647975,2011,2011-08-01T12:00:00Z,2011-08-01,919 FAWCETT AV,Tacoma,WA,New Tacoma,98402,20:44:37,20:46:07,20:47:11,20:48:28,21:26:04,Structure Fire,Multi-family (three or more units),Residential,Kitchen or Cooking area,Cooking Stove,Cooking Oil / Food in Pan,Senior Adult (65+),Negligence(lack of proper caution or attention),19438650,121,0,121,2,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to OBJECT of origin,No,Monitored System,System Operated and was Effective,14,1,Fire Restrictive (Type I),160650,500,1,1,0,,,,Not Applicable,47.254783,-122.443361
838178,2014,2014-04-20T12:00:00Z,2014-04-20,1044 S OXFORD ST,Tacoma,WA,West End,98465,15:07:53,15:08:32,15:09:15,15:14:48,15:28:39,Other Outside Fire,Not Available,Not Available,Not Available,Lighter,Not Available,Adult (18-64),Incendiary (Set Fire & Illegal Burn),0,0,0,0,,,,,,,,,,,,,,,,,,,,None - 0,47.250085,-122.5313
714084,2012,2012-07-16T12:00:00Z,2012-07-16,1902 MARINE VIEW DR,Tacoma,WA,New Tacoma,98422,8:27:46,8:28:22,8:28:56,8:34:05,10:56:16,Other Outside Fire,Not Available,Not Available,Not Available,"Molten, Hot Material (Welding)",Not Available,Adult (18-64),Negligence(lack of proper caution or attention),0,0,15000,15000,,,,,,,,,,,,,,,,,,,,Square Feet - 800,47.270021,-122.370209
738115,2012,2012-11-19T12:00:00Z,2012-11-19,2024 E 29TH ST,Tacoma,WA,East Side,98404,6:27:10,6:28:08,6:28:20,6:31:43,9:25:55,Structure Fire,Casino or Gambling Club,Assembly (more than 50 people),Kitchen or Cooking area,Cooking Stove,"General Materials (ie;Wire,Transformer)",Adult (18-64),Negligence(lack of proper caution or attention),0,0,1000,1000,2,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to OBJECT of origin,Yes,,,2,0,Tent,300000,200,1,6,0,,,,Not Applicable,47.238413,-122.40278
655026,2011,2011-09-06T12:00:00Z,2011-09-06,S 8TH ST/S SHERIDAN AV,Tacoma,WA,Central,98405,18:51:47,18:52:19,18:52:52,18:55:29,19:19:01,Mobile Property Fire,Passenger Vehicle,Mobile Property,Engine Compartment of Vehicle,Undetermined,"General Materials (ie;Wire,Transformer)",Vehicle Engine Failure / Malfunction,Mechanical Failure or Malfunction,1000,1000,100,1100,,,,,,,,,,,,,,,,,Dodge,Ram 250 Van,1980,Not Applicable,47.25464,-122.4567
769701,2013,2013-05-07T12:00:00Z,2013-05-07,705 S 9TH ST,Tacoma,WA,New Tacoma,98405,2:44:01,2:45:45,2:47:40,2:50:07,2:55:58,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Undetermined,Not Available,Unknown,Miscellaneous,0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 1,47.254665,-122.446529
614064,2011,2011-02-06T12:00:00Z,2011-02-06,224 S 45TH ST,Tacoma,WA,South End,98418,6:36:21,6:37:09,6:38:18,6:41:34,7:07:02,Mobile Property Fire,Other Mobile Property,Mobile Property,Passenger Compartment of Vehicle,Incendiary Device,Flammable/Combustible Liquid,Persons Unknown,Incendiary (Set Fire & Illegal Burn),5000,5000,0,5000,,,,,,,,,,,,,,,,,Ford,Econoline250 Van,1997,Not Applicable,47.21678,-122.434484
790566,2013,2013-08-20T12:00:00Z,2013-08-20,325 HARVARD AV,Fircrest,WA,,98466,15:25:18,15:26:31,15:26:52,15:29:00,15:58:40,Other Outside Fire,Not Available,Not Available,Not Available,Lighter,Not Available,Adult (18-64),Incendiary (Set Fire & Illegal Burn),0,0,0,0,,,,,,,,,,,,,,,,,,,,None - 0,47.239149,-122.5062
805752,2013,2013-11-04T12:00:00Z,2013-11-04,1201 S 38TH ST,Tacoma,WA,South End,98418,21:32:40,21:33:35,21:34:26,21:36:21,0:08:06,Structure Fire,Boarding Home (> 6 people),Residential,Bedroom for Less than 5 people,Candle,Cloths/Fabric/Bedding Material/Rugs,Adult (18-64),Negligence(lack of proper caution or attention),465372,15345,5000,20345,0,Basement,Occupied and Operating,Confined to FLOOR of origin,Confined to BUILDING of origin,No,Unit Detectors Only (Residential Occupancy),Failed to Alert Occupants,3,0,Wood Frame (Type V),5004,10,0,165,2000,,,,Not Applicable,47.22313,-122.44923
837484,2014,2014-04-17T12:00:00Z,2014-04-17,5700 PACIFIC HW E,Fife,WA,,98424,5:12:29,5:13:00,5:15:37,5:17:05,5:54:02,Mobile Property Fire,Passenger Vehicle,Mobile Property,Engine Compartment of Vehicle,Undetermined,Undetermined,Unknown,Miscellaneous,5000,5000,200,5200,,,,,,,,,,,,,,,,,Ford,Bronco,1988,Not Applicable,47.243035,-122.353178
773320,2013,2013-05-26T12:00:00Z,2013-05-26,9334 S STEELE ST,Tacoma,WA,South End,98444,5:04:36,5:05:10,5:06:00,5:12:56,5:33:06,Dumpster Fire,Not Available,Not Available,Not Available,"Hot Ember,  Ash, or BBQ Briquet",Not Available,Persons Unknown,Negligence(lack of proper caution or attention),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 20,47.172146,-122.463616
652560,2011,2011-08-25T12:00:00Z,2011-08-25,1424 S CUSHMAN AV,Tacoma,WA,Central,98405,11:34:56,11:35:48,11:35:55,12:06:24,12:11:11,Mobile Property Fire,Passenger Vehicle,Mobile Property,Engine Compartment of Vehicle,Undetermined,Undetermined,Vehicle Engine Failure / Malfunction,Mechanical Failure or Malfunction,2000,2000,0,2000,,,,,,,,,,,,,,,,,Chevrolet,Astro,1990,Not Applicable,47.247951,-122.456657
766922,2013,2013-04-23T12:00:00Z,2013-04-23,2100 N PEARL ST,Tacoma,WA,West End,98406,2:15:59,2:16:44,2:18:27,2:22:54,2:29:28,Other Outside Fire,Not Available,Not Available,Not Available,Undetermined,Not Available,Persons Unknown,Incendiary (Set Fire & Illegal Burn),0,0,18,18,,,,,,,,,,,,,,,,,,,,Square Feet - 18,47.26712,-122.5159
781543,2013,2013-07-06T12:00:00Z,2013-07-06,8000 PACIFIC AV,Tacoma,WA,South End,98408,19:44:27,19:45:34,19:46:59,19:49:57,19:55:47,Other Outside Fire,Not Available,Not Available,Not Available,Undetermined,Not Available,Unknown,Miscellaneous,0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 25,47.18459,-122.4341
670748,2011,2011-12-01T12:00:00Z,2011-12-01,6501 S 19TH ST,Tacoma,WA,West End,98466,14:04:18,14:04:51,14:05:17,14:14:04,14:27:12,Structure Fire,Adult Education,Educational,Exit or Means of Egress,"Radiated, Conducted Heat from  Equipment","General Materials (ie;Wire,Transformer)",Equipment Failure (Electrical),Mechanical Failure or Malfunction,2650000,106,0,106,2,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to OBJECT of origin,No,Monitored System,System Operated and was Effective,2,0,Wood Frame (Type V),25000,0,1,1,1,,,,Not Applicable,47.24274,-122.5238
607294,2011,2011-01-01T12:00:00Z,2011-01-01,505 E 69TH ST,Tacoma,WA,East Side,98404,10:44:32,10:45:08,10:45:45,10:47:54,13:23:45,Structure Fire,One or Two Family,Residential,Living Room or Rec Room,"Hot Ember,  Ash, or BBQ Briquet",Storage Supplies,Abandoned or Discarded Ashes or Tobacco,"""Heat Source"" misused or misplaced",120900,30000,25000,55000,0,Normal Floor,Occupied and Operating,Confined to FLOOR of origin,Confined to BUILDING of origin,Yes,,,1,0,Wood Frame (Type V),1300,4,0,250,1000,,,,Not Applicable,47.194819,-122.424255
610532,2011,2011-01-18T12:00:00Z,2011-01-18,1505 N VISSCHER ST,Tacoma,WA,West End,98406,16:56:22,16:56:38,16:58:15,17:02:29,18:22:09,Structure Fire,Multi-family (three or more units),Residential,Bedroom for Less than 5 people,Candle,Decorative Material/Signs/Posters,"Heat too close to Combustibles (ie: BBQ,Welding)","""Heat Source"" misused or misplaced",6138000,7500,7500,15000,2,Normal Floor,Occupied and Operating,Confined to ROOM of origin,Confined to FLOOR of origin,No,Unit Detectors Only (Residential Occupancy),Failed to Alert Occupants,2,0,Wood Frame (Type V),66000,200,0,25,1000,,,,Not Applicable,47.264205,-122.517276
773184,2013,2013-05-25T12:00:00Z,2013-05-25,S 35TH ST/S PROCTOR ST,Tacoma,WA,South Tacoma,98409,11:36:38,11:37:36,11:39:20,11:43:39,12:28:34,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Fireworks or Flare,Not Available,Juvenile (12-17),Negligence(lack of proper caution or attention),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 1000,47.22825,-122.4885
806342,2013,2013-11-08T12:00:00Z,2013-11-08,230 E 72ND ST,Tacoma,WA,South End,98404,5:16:45,5:18:12,5:19:40,5:21:44,6:01:19,Structure Fire,One or Two Family,Residential,Bedroom for Less than 5 people,Undetermined,Cloths/Fabric/Bedding Material/Rugs,Persons Unknown,Negligence(lack of proper caution or attention),111600,372,100,472,1,Normal Floor,Vacant and Unsecured,Confined to ROOM of origin,Confined to FLOOR of origin,Yes,,,1,0,Wood Frame (Type V),1200,0,0,4,1000,,,,Not Applicable,47.19188,-122.42706
662900,2011,2011-10-18T12:00:00Z,2011-10-18,S 35TH ST/S G ST,Tacoma,WA,South End,98418,17:44:54,17:45:59,17:46:44,17:49:14,17:54:59,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Handheld Open Flame (specific unknown),Not Available,Adult (18-64),Incendiary (Set Fire & Illegal Burn),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 4,47.22847,-122.4408
639948,2011,2011-06-22T12:00:00Z,2011-06-22,5136 N 48TH ST,Tacoma,WA,West End,98407,17:53:48,17:53:52,17:55:32,17:58:13,18:00:45,Structure Fire,One or Two Family,Residential,Kitchen or Cooking area,Cooking Stove,Undetermined,Adult (18-64),Negligence(lack of proper caution or attention),123600,0,0,0,1,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to OBJECT of origin,Yes,,,1,0,Ordinary (Type III),1200,4,0,0,0,,,,Not Applicable,47.292975,-122.505899
790378,2013,2013-08-19T12:00:00Z,2013-08-19,2380 70TH AV E,Fife,WA,,98424,16:50:01,16:50:55,16:51:53,16:58:08,17:05:57,Grass/Brush/Trees Fire,Not Available,Not Available,Not Available,Cigarette or Smoking Materials,Not Available,Persons Unknown,Negligence(lack of proper caution or attention),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 1,47.235494,-122.3364
612768,2011,2011-01-30T12:00:00Z,2011-01-30,S 58TH ST/S ADAMS ST,Tacoma,WA,South Tacoma,98409,7:42:52,7:43:30,7:44:48,7:46:17,8:20:19,Mobile Property Fire,Passenger Vehicle,Mobile Property,Passenger Compartment of Vehicle,Undetermined,Undetermined,Unknown,Miscellaneous,8000,8000,0,8000,,,,,,,,,,,,,,,,,Cadillac,,2000,Not Applicable,47.204349,-122.486577
711599,2012,2012-07-03T12:00:00Z,2012-07-03,3138 N GOVE ST,Tacoma,WA,North End,98407,22:22:32,22:22:52,22:23:45,22:28:49,22:38:21,Other Outside Fire,Not Available,Not Available,Not Available,Incendiary Device,Not Available,Persons Unknown,Incendiary (Set Fire & Illegal Burn),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 0,47.276595,-122.4999
652964,2011,2011-08-27T12:00:00Z,2011-08-27,4215 S 66TH ST,Tacoma,WA,South Tacoma,98409,7:17:18,7:18:17,7:19:30,7:22:53,7:26:45,Other Outside Fire,Not Available,Not Available,Not Available,Cigarette or Smoking Materials,Not Available,Persons Unknown,Negligence(lack of proper caution or attention),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 2,47.197432,-122.4937
754512,2013,2013-02-13T12:00:00Z,2013-02-13,617 E 57TH ST,Tacoma,WA,East Side,98404,18:25:48,18:26:35,18:27:36,18:33:54,18:43:45,Other Outside Fire,Not Available,Not Available,Not Available,Handheld Open Flame (specific unknown),Not Available,Adult (18-64),Incendiary (Set Fire & Illegal Burn),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 18,47.20543,-122.4227
703863,2012,2012-05-23T12:00:00Z,2012-05-23,6831 PACIFIC AV,Tacoma,WA,East Side,98408,3:39:29,3:39:57,3:42:07,3:43:57,4:00:05,Mobile Property Fire,Passenger Vehicle,Mobile Property,Passenger Compartment of Vehicle,Incendiary Device,Cloths/Fabric/Bedding Material/Rugs,Adult (18-64),Incendiary (Set Fire & Illegal Burn),10000,5000,1000,6000,,,,,,,,,,,,,,,,,Chrysler,300,2007,Not Applicable,47.194866,-122.434
723891,2012,2012-09-05T12:00:00Z,2012-09-05,1900 CENTER ST,Tacoma,WA,Central,98409,12:30:43,12:30:53,12:32:01,12:36:53,12:43:03,Other Outside Fire,Not Available,Not Available,Not Available,Cigarette or Smoking Materials,Not Available,Persons Unknown,Incendiary (Set Fire & Illegal Burn),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 0,47.23386,-122.4616
660155,2011,2011-10-02T12:00:00Z,2011-10-02,5235 S PUGET SOUND AV,Tacoma,WA,South Tacoma,98409,18:42:52,18:43:37,18:44:17,18:47:28,19:03:29,Structure Fire,Multi-family (three or more units),Residential,Kitchen or Cooking area,Cooking Stove,Cooking Oil / Food in Pan,Persons Unknown,Negligence(lack of proper caution or attention),465000,93,0,93,1,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to ROOM of origin,Yes,,,2,0,Wood Frame (Type V),5000,10,0,1,300,,,,Not Applicable,47.209459,-122.4824
767610,2013,2013-04-26T12:00:00Z,2013-04-26,2500 E C ST,Tacoma,WA,New Tacoma,98421,16:16:11,16:17:36,16:18:51,16:21:16,16:26:09,Other Outside Fire,Not Available,Not Available,Not Available,Incendiary Device,Not Available,Persons Unknown,Incendiary (Set Fire & Illegal Burn),0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 80,47.23951,-122.4308
653084,2011,2011-08-27T12:00:00Z,2011-08-27,3700 FREEMAN RD E,Fife,WA,,98424,19:35:32,19:36:09,19:36:58,19:42:31,19:48:28,Other Outside Fire,Not Available,Not Available,Not Available,Lighter,Not Available,Unknown,Miscellaneous,0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 2,47.223697,-122.3206
784286,2013,2013-07-20T12:00:00Z,2013-07-20,1933 COMMERCE ST,Tacoma,WA,New Tacoma,98402,13:28:45,13:29:37,13:30:55,,13:44:40,Other Outside Fire,Not Available,Not Available,Not Available,Undetermined,Not Available,Unknown,Miscellaneous,0,0,0,0,,,,,,,,,,,,,,,,,,,,Square Feet - 0,47.244041,-122.437381
796335,2013,2013-09-17T12:00:00Z,2013-09-17,817 DIVISION AV,Tacoma,WA,New Tacoma,98403,14:26:31,14:27:22,14:28:39,14:32:41,14:56:43,Structure Fire,Service Shop,Business,Laundry Area,"Heat, Spark from Friction",Cloths/Fabric/Bedding Material/Rugs,Equipment Failure (Mechanical),Mechanical Failure or Malfunction,95000,500,25,525,1,Normal Floor,Occupied and Operating,Confined to OBJECT of origin,Confined to ROOM of origin,Yes,,,1,0,Wood Frame (Type V),1000,5,1,0,0,,,,Not Applicable,47.26232,-122.450613
650139,2011,2011-08-12T12:00:00Z,2011-08-12,5721 HUNTER ST,Tacoma,WA,West End,98406,18:50:45,18:51:48,18:53:25,,19:17:34,Structure Fire,One or Two Family,Residential,Kitchen or Cooking area,Electrical Arcing,"Structural Component (Wall,Floor,Rug,Ceiling,Studs)",Failure of/in Electrical System,Mechanical Failure or Malfunction,195300,400,0,400,1,Normal Floor,Occupied and Operating,Confined to ROOM of origin,Confined to ROOM of origin,No,Unit Detectors Only (Residential Occupancy),,1,0,Wood Frame (Type V),2100,4,0,1,0,,,,Not Applicable,47.26064,-122.514592
